doc_id,sentence,label0,label1,label2,label3,label4,average_score,mode_score,average_label,label
963,These Cookies are used to determine whether you have seen certain content or advertising so that we may request your opinions .,3,2.0,3.0,3.0,3.0,2.8,3.0,somewhat_clear,vague
103,"When you create a `` My BT '' account on bt.com , we ask you for information so we can check your identity when you sign in .",2,2.0,3.0,1.0,1.0,1.8,1.8,clear,clear
930,Information presented on the USDA website is considered public information and may be distributed or copied .,2,2.0,5.0,2.0,1.0,2.4,2.0,somewhat_clear,somewhat_clear
7,"We will take all necessary steps to protect the privacy and safety of any child participating , in accordance with the Children 's Online Privacy Protection Act ( COPPA ) .",4,5.0,1.0,2.0,2.0,2.8,2.8,somewhat_clear,somewhat_clear
521,"However , you can limit the information you provide to Groupon , and you can limit the communications that Groupon sends to you .",1,3.0,3.0,1.0,,2.0,2.0,somewhat_clear,somewhat_clear
261,"You can choose not to provide certain information , but then you might not be able to take advantage of many of our features .",3,1.0,4.0,2.0,4.0,2.8,2.8,somewhat_clear,somewhat_clear
344,Care2 's Privacy Policy does not extend to transactions you may enter into with affiliates or partners .,3,2.0,2.0,3.0,1.0,2.2,2.2,somewhat_clear,somewhat_clear
431,You may register to use certain features of our Services .,3,2.0,3.0,2.0,4.0,2.8,2.8,somewhat_clear,somewhat_clear
746,"Our third party partners employ clear gifs ( a.k.a . Web Beacons/Web Bugs ) , images , and scripts that help them better manage content on our site .",2,1.0,2.0,1.0,2.0,1.6,2.0,clear,somewhat_clear
543,You can stop all collection of information by the Application ( s ) by uninstalling the Application ( s ) .,3,1.0,1.0,2.0,2.0,1.8,1.8,clear,clear
946,It may be possible for third parties not under the control of VirtualTourist.com to intercept or access transmissions or private communications unlawfully .,2,2.0,3.0,5.0,,3.0,3.0,vague,vague
50,"We may also obtain non-personally identifiable information ( e.g. , content viewed , game performance , high scores , and information about advertisements within the content you have been shown or may have clicked on , ) from your interaction with our content .",2,3.0,2.0,3.0,1.0,2.2,2.2,somewhat_clear,somewhat_clear
344,"Therefore , we can not guarantee its absolute security .",1,1.0,2.0,3.0,2.0,1.8,1.8,clear,clear
643,The information may be shared with third parties with whom we have a business relationship .,2,2.0,5.0,4.0,2.0,3.0,2.0,vague,somewhat_clear
421,"For example , we would disclose your protected health information , as necessary , to a home health agency that provides care to you .",1,3.0,2.0,2.0,2.0,2.0,2.0,somewhat_clear,somewhat_clear
643,We may share some information to third parties,2,2.0,5.0,4.0,5.0,3.6,3.6,vague,vague
882,"A Person 's consent can be express , implied , or given through an authorized representative .",4,4.0,1.0,,,3.0,3.0,vague,vague
261,"Information about our customers is an important part of our business , and we are not in the business of selling it to others .",2,1.0,1.0,1.0,3.0,1.6,1.0,clear,clear
621,You may indicate your preference to stop receiving further promotional communications as further detailed below .,2,2.0,1.0,1.0,2.0,1.6,2.0,clear,somewhat_clear
344,"Care2 may also ask for demographic information , such as your education level , occupation and industry .",2,2.0,1.0,4.0,1.0,2.0,2.0,somewhat_clear,somewhat_clear
298,Many of our customers purchase items from us both online and in our stores .,2,2.0,1.0,,,1.6666666666666667,1.6666666666666667,clear,clear
926,"As noted above in the 'Information we collect from/or about the computer or other devices ' section , we allow third parties to place and read cookies and pixels on our domains and , if you have enabled this , on your computer or device so that they can receive certain information about you or your device , though not your contact or payment details .",4,5.0,4.0,3.0,,4.0,4.0,extremely_vague,extremely_vague
774,We may recover from you our reasonable costs of supplying you with access to this information .,2,2.0,2.0,2.0,2.0,2.0,2.0,somewhat_clear,somewhat_clear
5,"In addition to the examples above , we offer other choices that you can learn more about in our Help Center .",2,1.0,3.0,1.0,1.0,1.6,1.0,clear,clear
938,In the event a user wishes to modify their personal information they may do so by visiting the Member Services Arena .,1,2.0,2.0,2.0,,1.75,2.0,clear,somewhat_clear
352,The following also applies to personally identifiable information provided in response to a Census Bureau survey or census .,2,2.0,1.0,1.0,2.0,1.6,2.0,clear,somewhat_clear
654,"Depending on your activities when visiting our Website , you may be required to agree to additional terms and conditions .",2,2.0,3.0,5.0,3.0,3.0,3.0,vague,vague
877,"MIT Technology Review may use Non-Personal Information for the purposes of system administration , assisting in diagnosing problems with MIT Technology Review servers , monitoring MIT Technology Review 's system performance and traffic on the MIT Technology Review Network , and gathering broad demographic information about MIT Technology Review customers .",5,2.0,1.0,3.0,3.0,2.8,2.8,somewhat_clear,somewhat_clear
605,We may combine and associate the information we collect through these technologies with other information we have collected from and about you .,3,2.0,2.0,4.0,5.0,3.2,3.2,vague,vague
521,"Online Communities means , collectively , our social networking pages or accounts , forums , bulletin boards , discussion groups , chat rooms or other methods of communication that may be offered on or linked through the Site .",4,3.0,2.0,2.0,1.0,2.4,2.4,somewhat_clear,somewhat_clear
352,Tier 3 - Multi Session with Personally Identifiable Information,1,2.0,1.0,1.0,3.0,1.6,1.0,clear,clear
691,"If you choose network service provider billing , charges will appear on your mobile phone bill or be deducted from your prepaid account if it is a prepaid account .",4,1.0,1.0,1.0,2.0,1.8,1.0,clear,clear
145,"As noted above , we may work with third party online advertising companies and advertisers who help deliver these ads to you .",3,2.0,4.0,2.0,3.0,2.8,2.8,somewhat_clear,somewhat_clear
746,If you are not satisfied with our response you can contact TRUSTe here .,1,1.0,1.0,1.0,,1.0,1.0,clear,clear
298,"Also , by not using cookies , some Barnes & Noble Website features and services may not function properly .",1,2.0,5.0,4.0,1.0,2.6,2.6,somewhat_clear,somewhat_clear
318,"We may collect information about your computer , including where available your IP address , operating system and browser type , for system administration .",4,2.0,2.0,3.0,3.0,2.8,2.8,somewhat_clear,somewhat_clear
931,"We may , from time to time , run contests or free giveaways using our account ( s ) where the winner ( s ) may receive some prize which is delivered by postal carrier .",4,5.0,2.0,2.0,5.0,3.6,3.6,vague,vague
930,"Generally , USDA does not collect , disseminate , or maintain any personally identifiable information about you maintained by third party sites .",3,1.0,3.0,2.0,5.0,2.8,2.8,somewhat_clear,somewhat_clear
877,You may choose not to receive messages in the future by following the `` unsubscribe '' instructions located at the bottom of each e- mail .,1,4.0,1.0,2.0,,2.0,2.0,somewhat_clear,somewhat_clear
761,"Pixel tags also allow us to send you e-mail in a format that you can read , and let us know when you have opened an e-mail message from us .",1,4.0,1.0,1.0,1.0,1.6,1.0,clear,clear
963,"However , WebMD does not allow any third parties to place beacons or cookies or to gather any data about you in connection with your use of the WebMD Health Manager .",1,2.0,1.0,1.0,4.0,1.8,1.0,clear,clear
760,"If you turn cookies off , you wo n't have access to many features that make your experience smoother , like the features mentioned above , and some of our services may not function properly .",5,1.0,5.0,2.0,4.0,3.4,3.4,vague,vague
421,"If you are unable to agree or object to such a disclosure , we may disclose such information as necessary if we determine that it is in your best interest based on our professional judgment .",5,4.0,4.0,2.0,1.0,3.2,3.2,vague,vague
431,"In addition , when you use various aspects of our Services , we may ask you for personally identifying information , including when you order products , complete a survey , enter a contest , or report a problem with our Services .",5,1.0,3.0,4.0,2.0,3.0,3.0,vague,vague
975,"Generally , we use cookies to improve the quality of our service when you visit our web site and other web sites of interest to you .",2,4.0,1.0,2.0,,2.25,2.25,somewhat_clear,somewhat_clear
882,Disclosure - making Personal Information available to a Third Party .,1,2.0,1.0,1.0,4.0,1.8,1.0,clear,clear
882,"Globe , however , may collect , use or disclose Personal Information without the Person 's knowledge or consent in exceptional circumstances where such collection , use or disclosure is permitted or as required by law .",3,5.0,2.0,2.0,,3.0,3.0,vague,vague
839,In certain countries you may also adjust your HP.com and associated cookie preferences by using a preference manager tool in this Statement which is available from the site you are visiting .,2,4.0,1.0,2.0,2.0,2.2,2.0,somewhat_clear,somewhat_clear
756,"The product must be returned to Pixmania in its full , original packaging ( with user guide , cables and CD-ROM , etc . ) , so technical tests can be carried out within 15 days to identify the cause of the fault .",1,1.0,1.0,1.0,1.0,1.0,1.0,clear,clear
352,"We use Hypertext Markup Language ( HTML ) to create pages that are generally accessible to persons using screen reading devices , and we are careful in our construction of HTML documents to ensure maximum accessibility .",2,2.0,2.0,2.0,1.0,1.8,2.0,clear,somewhat_clear
50,"The demographic information ( e.g. , age and gender ) you provide us is collected by Wizards and may be disclosed in aggregate to third parties .",5,2.0,2.0,3.0,4.0,3.2,3.2,vague,vague
868,Our job search feature is intended to help connect Web site visitors with employment opportunities at the various Sutter-affiliated organizations .,1,3.0,2.0,2.0,2.0,2.0,2.0,somewhat_clear,somewhat_clear
188,"We reserve the right to disclose your personally identifiable information as required by law and when we believe that disclosure is necessary to protect our rights and/or to comply with a judicial proceeding , court order , or legal process served on our Web site .",3,1.0,2.0,1.0,2.0,1.8,1.8,clear,clear
760,"Detect , investigate , and prevent activities that may violate our policies or be illegal .",1,3.0,2.0,2.0,1.0,1.8,1.8,clear,clear
344,"The cookies may reflect de-identified demographic or other data linked to data you voluntarily have submitted to us , e.g. , your email address , in hashed , non-human readable form .",2,3.0,2.0,2.0,1.0,2.0,2.0,somewhat_clear,somewhat_clear
204,"We also may periodically share your personal information with selected non-Canon companies with whom we have partnered to provide you with products and services , or whose products and services we believe you may find of interest .",2,4.0,2.0,4.0,5.0,3.4,3.4,vague,vague
839,"Your use of these features may result in the collection or sharing of information about you , depending on the feature .",4,3.0,2.0,4.0,4.0,3.4,4.0,vague,extremely_vague
50,"For example , a cookie will allow us to remember certain things based on your Internet Protocol or `` IP '' address ( an IP address is the string of numbers that identifies each sender or receiver of information that is sent across the Internet ) , such as the time and duration of your visits , how you navigated through our content and where you exited a particular site .",3,1.0,2.0,2.0,3.0,2.2,2.2,somewhat_clear,somewhat_clear
5,"We may engage in a merger , acquisition , bankruptcy , dissolution , reorganization , or similar transaction or proceeding that involves the transfer of the information described in this Policy .",5,1.0,2.0,4.0,1.0,2.6,2.6,somewhat_clear,somewhat_clear
963,"Some advertisers use companies other than WebMD to serve their ads and to monitor users ' responses to ads , and these companies ( `` Ad Servers '' ) may also collect Non-Personal Information through the use of Cookies or Web Beacons on the WebMD Web Sites .",3,4.0,5.0,2.0,4.0,3.6,3.6,vague,vague
995,"If we make any material changes to the way we use your personally identifiable information , we will notify you here , post a new policy on our Site and update the last updated date set forth above , or by email .",1,3.0,4.0,,,2.6666666666666665,2.6666666666666665,somewhat_clear,somewhat_clear
145,"Dow Jones is not responsible for the privacy practices of any such third parties , and once you leave the Dow Jones Online Services or click an advertisement , you should check the applicable privacy policy of the other service .",3,4.0,2.0,4.0,2.0,3.0,3.0,vague,vague
188,"If you use the SDN Forums or SDN chat room on this site , you should be aware that any personally identifiable information you submit there can be read , collected , or used by other users of these forums , and could be used to send you unsolicited messages .",3,1.0,2.0,5.0,1.0,2.4,2.4,somewhat_clear,somewhat_clear
463,The user is also willing for FC BARCELONA to be able to provide his or her personal details to third party collaborators in order for these to be able to make offers and/or send communications to users for commercial or promotional purposes in relation to products or services that could be of interest to them .,4,1.0,3.0,2.0,2.0,2.4,2.4,somewhat_clear,somewhat_clear
796,"We also use third parties for various services related to the Online Services , including customer support , technical support , contest data collection , and email fulfillment .",2,1.0,3.0,4.0,1.0,2.2,2.2,somewhat_clear,somewhat_clear
273,We may use this information to reduce or eliminate messages sent to customers .,2,3.0,2.0,3.0,5.0,3.0,3.0,vague,vague
796,"The Company will not receive personal information such as your name and address , but may receive other information such as a console ID , gaming service ID , game achievements , game scores and performance , IP address , MAC address , or other device ID , other console/device use information , or other information and statistics regarding your usage of the games .",1,5.0,2.0,3.0,4.0,3.0,3.0,vague,vague
746,"Therefore , we can not guarantee its absolute security .",2,2.0,1.0,1.0,1.0,1.4,1.0,clear,clear
761,"We take appropriate physical , electronic , and procedural measures to safeguard and protect your personal information .",1,2.0,2.0,3.0,2.0,2.0,2.0,somewhat_clear,somewhat_clear
963,"WebMD may share information among its subsidiaries or web sites that it owns or controls , but information collected under this Privacy Policy is always protected under the terms of this Privacy Policy .",2,5.0,4.0,4.0,,3.75,3.75,vague,vague
273,Information you provide may be transferred or accessed by entities around the world as described in this Privacy Policy .,3,5.0,3.0,5.0,1.0,3.4,3.4,vague,vague
431,You can also easily opt-out of these targeted ads by clicking on the AdChoices icon located in the footer of our web sites .,1,2.0,1.0,1.0,,1.25,1.0,clear,clear
669,"MOBILE9 DOES NOT WARRANT , ENDORSE , GUARANTEE , OR ASSUME RESPONSIBILITY FOR ANY PRODUCT OR SERVICE ADVERTISED OR OFFERED BY A THIRD PARTY THROUGH THE SERVICES OR ANY HYPERLINKED SERVICES OR FEATURED IN ANY BANNER OR OTHER ADVERTISING , AND MOBILE9 WILL NOT BE A PARTY TO OR IN ANY WAY BE RESPONSIBLE FOR MONITORING ANY TRANSACTION BETWEEN YOU AND THIRD-PARTY PROVIDERS OF PRODUCTS OR SERVICES .",1,3.0,4.0,3.0,1.0,2.4,2.4,somewhat_clear,somewhat_clear
543,"If you have chosen to receive personalized messages , newsletters , or promotional communications by e-mail , you can at any time cancel this , or `` opt-out , '' by following the instructions on your personalized Home Page or by following the unsubscribe instructions provided in the e-mail you receive .",1,2.0,3.0,1.0,1.0,1.6,1.0,clear,clear
389,"Connections via many Internet Service Providers assign different IP addresses for each session , so the host name identifies only the ISP .",1,2.0,1.0,2.0,2.0,1.6,2.0,clear,somewhat_clear
204,Some of our web sites may provide you with a choice as to whether you want to receive e-mail messages about special offers .,2,3.0,1.0,1.0,2.0,1.8,1.8,clear,clear
761,These other sites ' information practices may be different than ours .,3,2.0,2.0,3.0,3.0,2.6,3.0,somewhat_clear,vague
882,"Globe has collected and collects Personal Information for the following purposes : a ) to establish and maintain responsible commercial relations with Individuals and to provide ongoing service ; b ) to understand Individual needs ; c ) to develop , enhance , market or provide products and services ; d ) to manage and develop its business and operations , including personnel and employment matters ; and e ) to meet legal or regulatory requirements , including to protect or defend a legal interest , and in connection with an actual or possible Globe corporate re-organization , merger or amalgamation with another entity , or an actual or possible sale of all or a substantial portion of the assets of Globe , provided that the Personal Information disclosed continues to be used by the entity acquiring the information either for evaluation of the possible transaction , or , on completion of any such transaction , for the purposes permitted by this Privacy Policy .",3,5.0,2.0,,,3.333333333333333,3.333333333333333,vague,vague
188,We encourage you to be aware when you leave our site and to read the privacy statements of each and every Web site that collects personally identifiable information .,1,2.0,3.0,2.0,1.0,1.8,1.8,clear,clear
931,"The service provider uses cookies and collects information on visitors who use this feature to share USGS content on their Facebook pages , Twitter feeds or other social media or social networking sites .",2,,,,,2.0,2.0,somewhat_clear,somewhat_clear
204,"Finally , your activity on any social networking service pages that , for example , refer to Canon USA , include the Canon logo , or involve a Canon promotion , is guided by the general terms of the service operator or any specific terms for that promotion .",1,1.0,4.0,1.0,1.0,1.6,1.0,clear,clear
796,"Public Information Including Message Boards , User Generated Content , Forums , News Blogs , Comments , User Profiles and Chat Rooms : Whenever you give out personal information in public areas such as on a message board , chat room , comment field , or profile page , that information can be collected and used by other people .",4,2.0,1.0,2.0,,2.25,2.25,somewhat_clear,somewhat_clear
796,"Who , if anyone , is collecting your personal information and how it will be used",2,4.0,4.0,1.0,2.0,2.6,2.6,somewhat_clear,somewhat_clear
252,"We do not provide any PII to these advertisers , third-party websites , or other businesses , although on occasion we may mutually share non-personally identifiable ( e.g. , demographic ) information to facilitate delivery of relevant advertisements .",2,2.0,2.0,3.0,2.0,2.2,2.0,somewhat_clear,somewhat_clear
7,"It may also include specific data , such as whether you are a repeat visitor ; whether you visited a page with a banner on it or clicked on an ad banner and then used our site ( for instance , to register or make a purchase ) ; the value , date and time of any sale ; and the identity of the site which you linked to or from usps.com .",1,3.0,2.0,1.0,2.0,1.8,1.8,clear,clear
261,Automatic Information : We receive and store certain types of information whenever you interact with us .,1,4.0,4.0,1.0,3.0,2.6,2.6,somewhat_clear,somewhat_clear
760,"Since 2005 , California Civil Code Section 1798.83 permits our customers who are California residents to request certain information regarding our disclosure of personal information to third parties for their direct marketing purposes .",2,5.0,4.0,2.0,1.0,2.8,2.8,somewhat_clear,somewhat_clear
161,Within the University of Florida domain signified by the address ufl.edu or within the range of Internet protocol addresses assigned to the University of Florida you may find Web sites over which the University has no editorial responsibility or control .,2,3.0,2.0,4.0,1.0,2.4,2.4,somewhat_clear,somewhat_clear
716,"On occasion , NLM may provide aggregated information to third party entities it contracts with for the purposes of research analysis .",1,2.0,5.0,,,2.6666666666666665,2.6666666666666665,somewhat_clear,somewhat_clear
943,"At any point you may request a copy of the personal data we stored about you , you may also request for such data to be entirely removed from our database by contacting us .",1,1.0,2.0,4.0,,2.0,2.0,somewhat_clear,somewhat_clear
654,"However , we reserve the right to use IP addresses to identify a visitor when we feel it is necessary to enforce compliance with our Website rules or to : ( a ) fulfill a government request ; ( b ) conform with the requirements of the law or legal process ; ( c ) protect or defend our legal rights or property , our Website , or other users ; or ( d ) in an emergency to protect the health and safety of our Website 's users or the general public .",2,2.0,2.0,1.0,1.0,1.6,2.0,clear,somewhat_clear
691,You may terminate your registration if you no longer wish to use the Service .,2,2.0,2.0,1.0,1.0,1.6,2.0,clear,somewhat_clear
261,"If you do not want us to use personal information that we gather to allow third parties to personalize advertisements we display to you , please adjust your Advertising Preferences .",2,3.0,4.0,2.0,1.0,2.4,2.4,somewhat_clear,somewhat_clear
761,"We reserve the right to send you certain communications , such as technical alerts , without offering you the opportunity to opt out of receiving them .",4,4.0,2.0,3.0,2.0,3.0,3.0,vague,vague
796,Internet Log Files : The Company may also keep track of IP addresses used to access its Online Services for various reasons .,3,2.0,2.0,4.0,4.0,3.0,3.0,vague,vague
800,You give us your consent to receiving marketing information from third parties about their products and services by choosing to opt-in on your registration form .,2,1.0,2.0,2.0,1.0,1.6,2.0,clear,somewhat_clear
421,"This Notice of Privacy Practices describes how we may use and disclose your protected health information to carry out treatment , payment or health care operations and for other purposes that are permitted or required by law .",3,2.0,1.0,3.0,,2.25,2.25,somewhat_clear,somewhat_clear
760,We may amend our Kids ' Privacy Policy at any time .,4,2.0,2.0,2.0,1.0,2.2,2.0,somewhat_clear,somewhat_clear
521,You can review the last version of this Privacy Statement here .,1,2.0,1.0,1.0,,1.25,1.0,clear,clear
458,Fandango does not control the privacy policies of its advertisers or other third parties that have Web sites linked to the Site or other Service or with whom we may share your information in accordance with this Policy .,5,2.0,1.0,4.0,2.0,2.8,2.8,somewhat_clear,somewhat_clear
273,Personal information is data that can be used to uniquely identify or contact a single person .,1,1.0,5.0,2.0,3.0,2.4,2.4,somewhat_clear,somewhat_clear
145,"We may receive Other Information about you from third parties , including , for example , demographic data , information about your interests , and information about your activities on other websites",3,4.0,1.0,2.0,5.0,3.0,3.0,vague,vague
5,The browser you use may provide you with the ability to control cookies or other types of local data storage ;,3,1.0,3.0,2.0,3.0,2.4,3.0,somewhat_clear,vague
796,"When you use an application on a Social Networking Site ( `` SNS '' ) , you allow us to access certain information from your profile from that SNS .",2,2.0,4.0,2.0,1.0,2.2,2.0,somewhat_clear,somewhat_clear
261,"When you update information , we usually keep a copy of the prior version for our records .",4,2.0,4.0,2.0,2.0,2.8,2.0,somewhat_clear,somewhat_clear
963,"As with any public forum on any site , the information you post may also show up in third-party search engines .",2,3.0,4.0,1.0,2.0,2.4,2.4,somewhat_clear,somewhat_clear
389,CPSC may periodically review this usage data to help improve our content .,4,2.0,2.0,2.0,2.0,2.4,2.0,somewhat_clear,somewhat_clear
761,"When you visit our websites , we may send one or more cookies . small , removable data files . to your computer .",3,5.0,3.0,2.0,2.0,3.0,3.0,vague,vague
796,"In addition , your personal information may be disclosed to a potential or actual successor or assign in connection with a proposed or consummated merger , acquisition , reorganization , bankruptcy , or other similar event involving all or a portion of the Company , the Company 's customer information may be transferred to our successor or assign .",3,2.0,4.0,3.0,2.0,2.8,2.8,somewhat_clear,somewhat_clear
431,"Please be aware that certain browsers can not block or delete so-called `` Flash '' cookies , which use a feature of the Adobe Flash video player to store information on your computer .",1,4.0,2.0,2.0,2.0,2.2,2.0,somewhat_clear,somewhat_clear
270,"Some of our business partners may use cookies on our site ( for example , advertisers ) .",3,1.0,2.0,2.0,3.0,2.2,2.2,somewhat_clear,somewhat_clear
103,"We do that so they can prevent and detect crime , and prosecute offenders .",1,1.0,3.0,5.0,2.0,2.4,2.4,somewhat_clear,somewhat_clear
746,"TRUSTe 's mission , as an independent third party , is to accelerate online trust among consumers and organizations globally through its leading privacy trustmark and innovative trust solutions .",1,2.0,1.0,1.0,,1.25,1.0,clear,clear
318,These third party sites have separate and independent privacy policies .,1,1.0,5.0,2.0,1.0,2.0,1.0,somewhat_clear,clear
352,"When responding to surveys over the Internet that collect personally identifiable information , Tier 2 technology is used .",2,2.0,2.0,2.0,3.0,2.2,2.0,somewhat_clear,somewhat_clear
261,"In some cases , such as Marketplace sellers , these businesses operate stores at Amazon.com or sell offerings to you at Amazon.com .",2,2.0,2.0,3.0,2.0,2.2,2.0,somewhat_clear,somewhat_clear
298,"Like many online retailers , we and/or our third party providers use cookies to recognize you as you use or return to the Barnes & Noble Websites .",2,4.0,2.0,5.0,2.0,3.0,2.0,vague,somewhat_clear
103,"If you 'd like a copy of some or all of your personal information , write to us at :",2,1.0,2.0,1.0,4.0,2.0,2.0,somewhat_clear,somewhat_clear
421,"Finally , we may use or disclose your protected health information to an authorized public or private entity to assist in disaster relief efforts and to coordinate uses and disclosures to family or other individuals involved in your health care .",3,2.0,3.0,2.0,2.0,2.4,2.0,somewhat_clear,somewhat_clear
938,"In short , if you post personal information online that is accessible to the public , you may receive unsolicited messages from other parties in return .",2,4.0,3.0,5.0,,3.5,3.5,vague,vague
161,"Therefore , in addition to this general explanation of policy and practice , the University encourages colleges , schools , departments , divisions and other units contributing to its official Web pages to post , as necessary , more specific approved privacy notices pertaining to the collection and use of any personal information associated exclusively with those pages .",3,5.0,1.0,2.0,1.0,2.4,2.4,somewhat_clear,somewhat_clear
543,"You may request deletion of your Personal Data by us , but please note that we may be required ( by law or otherwise ) to keep this information and not delete it ( or to keep this information for a certain time , in which case we will comply with your deletion request only after we have fulfilled such requirements ) .",2,3.0,5.0,5.0,4.0,3.8,3.8,vague,vague
904,"The information may include your name , email address , profile picture , gender , list of friends , and other information that you authorize us to receive .",5,2.0,2.0,4.0,2.0,3.0,2.0,vague,somewhat_clear
543,"If a child under 13 submits Personal Data to Company and we learn that the Personal Data is the information of a child under 13 , we will attempt to delete the information as soon as possible .",2,3.0,2.0,2.0,3.0,2.4,2.0,somewhat_clear,somewhat_clear
963,"Web Beacons are graphic image files imbedded in a web page typically used to monitor activity on a web page and send back to its home server ( which can belong to the host site , a network advertiser or some other third party ) information from your browser , such as the IP address , the URL of the page on which the beacon is located , the type browser that is accessing the site and the ID number of any Cookies on your computer previously placed by that server .",3,5.0,2.0,3.0,,3.25,3.25,vague,vague
926,"These sites are governed by different privacy policies , or may not have privacy policies .",5,5.0,2.0,1.0,2.0,3.0,3.0,vague,vague
50,"Although we may retain your name , e-mail address , and other information you provide , we will not use any personal information contained in your e-mail for any purpose other than responding to your specific inquiry or comments .",3,1.0,2.0,1.0,4.0,2.2,2.2,somewhat_clear,somewhat_clear
882,"However , Globe may seek consent to use and disclose Personal Information after it has been collected but before it is used or disclosed for a new purpose .",2,3.0,5.0,2.0,3.0,3.0,3.0,vague,vague
946,"These external sites may also refer to specific commercial products , processes , or services by trade name , trademark , service mark , manufacturer or otherwise .",3,3.0,,,,3.0,3.0,vague,vague
882,"3.4 In determining the appropriate form of consent , Globe shall take into account the sensitivity of the Personal Information and the reasonable expectations of the Persons .",2,3.0,4.0,3.0,3.0,3.0,3.0,vague,vague
352,This policy is updated when appropriate technology improvements are adopted by the Census Bureau .,2,2.0,2.0,1.0,3.0,2.0,2.0,somewhat_clear,somewhat_clear
877,"We do not represent or warrant that the Services , or any part thereof , are appropriate or available for use in any particular jurisdiction .",4,1.0,4.0,2.0,4.0,3.0,4.0,vague,extremely_vague
249,"If you disable or delete cookies in your Internet browser settings , you might not be able to access important functions or features of this Site , you will be required to re-enter your log-in details and your use of the Site may be limited .",2,4.0,3.0,3.0,2.0,2.8,2.8,somewhat_clear,somewhat_clear
946,Those sites may not follow the same privacy policies as VirtualTourist.com .,1,2.0,,,,1.5,1.5,clear,clear
963,"What you post can be seen , disclosed to or collected by third parties and may be used by others in ways we can not control or predict , including to contact you for unauthorized purposes .",4,1.0,1.0,4.0,3.0,2.6,2.6,somewhat_clear,somewhat_clear
796,"However , as described above , regardless of registration we may nonetheless publish gameplay boards and multiplayer match records that contain certain information as a result of your use of the products , such as your player ID .",2,3.0,2.0,2.0,2.0,2.2,2.0,somewhat_clear,somewhat_clear
904,"While no website can promise complete security , we have implemented administrative , technical , and physical security procedures designed to protect the personal information you provide to us .",2,5.0,2.0,,,3.0,3.0,vague,vague
839,Flash cookies are different from browser cookies and cookie management tools provided by your browser may not remove Flash cookies .,2,2.0,2.0,2.0,2.0,2.0,2.0,somewhat_clear,somewhat_clear
931,"We do not retain or distribute lists of e-mail addresses to any parties outside the USGS , except as necessary to conduct official U.S. Government business , and we do not distribute lists of e-mail addresses to non-Government entities .",1,1.0,1.0,,,1.0,1.0,clear,clear
145,To allow third-party service providers to assist us in providing and managing our services .,2,3.0,1.0,4.0,5.0,3.0,3.0,vague,vague
669,"You understand and agree , however , that mobile9 may retain , but not display , distribute , or perform , server copies of your Content that have been removed or deleted .",2,2.0,2.0,,,2.0,2.0,somewhat_clear,somewhat_clear
204,"We contract with third-party advertising agencies , marketing partners and other service providers to serve advertisements when you visit our web site or other web sites across the Internet .",4,3.0,3.0,2.0,2.0,2.8,2.8,somewhat_clear,somewhat_clear
7,"We use it to learn about how locations on our site are being used , what information is of most and least interest , and to ensure usps.com can interface with the types of technology our visitors use .",2,1.0,3.0,5.0,1.0,2.4,2.4,somewhat_clear,somewhat_clear
389,"To ensure the security of the site and to ensure that the service remains available to all users , this government security system employs software programs to monitor network traffic so we can identify unauthorized attempts to upload or change information , or otherwise cause damage .",3,2.0,1.0,3.0,1.0,2.0,2.0,somewhat_clear,somewhat_clear
796,"If you are a member of an Online Service , you may use that service 's account and privacy settings to personalize the collection , use and/or display of your data via that service .",4,2.0,2.0,2.0,1.0,2.2,2.0,somewhat_clear,somewhat_clear
95,Please take a few minutes and review the revised policy .,1,1.0,1.0,1.0,2.0,1.2,1.0,clear,clear
944,A user can also unsubscribe from the sites newsletter and promotional databases by following the `` unsubscribe '' instructions given in every newsletter and promotional email .,1,1.0,1.0,1.0,1.0,1.0,1.0,clear,clear
204,This information generally enables them to track and gauge the effectiveness of our web site and of various marketing campaigns and to serve ads about goods and services that may be of interest to you when you visit other web sites across the Internet .,2,4.0,2.0,3.0,,2.75,2.75,somewhat_clear,somewhat_clear
963,WebMD contractors sometimes have limited access to your Personal and Non-Personal Information in the course of providing products or services to WebMD .,3,5.0,4.0,2.0,3.0,3.4,3.4,vague,vague
421,This means you may inspect and obtain a copy of protected health information about you that is contained in a designated record set for as long as we maintain the protected health information .,1,2.0,4.0,3.0,2.0,2.4,2.4,somewhat_clear,somewhat_clear
161,"Usually a cookie enables the university Web site to tailor what you see according to the way you entered the site ( i.e. , if you entered by pushing a button identifying yourself as a student , your subsequent views of information might be tailored for student audiences ) .",2,2.0,1.0,4.0,1.0,2.0,2.0,somewhat_clear,somewhat_clear
882,Cookies can not be used to run programs or deliver viruses to a user 's computer .,1,1.0,1.0,4.0,1.0,1.6,1.0,clear,clear
7,"From time to time as part of a special Postal Service promotion , such as stamp collecting , we may request information from children under 13 years of age .",3,2.0,1.0,1.0,4.0,2.2,2.2,somewhat_clear,somewhat_clear
344,"Please keep in mind that whenever you voluntarily disclose personal information online - for example on message boards , through e-mail , Care2 Groups , or in chat areas - that information can be collected and used by others .",3,1.0,3.0,2.0,2.0,2.2,2.2,somewhat_clear,somewhat_clear
904,"For example , if you forget your flight number , you or another person authorized by you may retrieve that information from us after confirming your or their identity .",2,1.0,1.0,1.0,5.0,2.0,1.0,somewhat_clear,clear
